image,celeb,role,movie,description
"https://m.media-amazon.com/images/M/MV5BMjg4NDVmMzUtOWU4OC00ZDNmLWFjMWYtYmMwYjI0NzZjNGE2XkEyXkFqcGdeQXVyMzMwMDIwMA@@._V1_UY209_CR22,0,140,209_AL_.jpg",Justine Bateman,Actress,Satisfaction,"Bateman was born in Rye, New York. Her younger brother is actor/director Jason Bateman.Bateman played the role of superficial Mallory Keaton on the television sitcom Family Ties from 1982 to 1989, for which she was nominated for two Emmy Awards and a Golden Globe Award. Bateman hosted an episode of ..."
"https://m.media-amazon.com/images/M/MV5BNTM0NTYyNzE4NF5BMl5BanBnXkFtZTcwODc0NzQyOA@@._V1_UY209_CR15,0,140,209_AL_.jpg",Megan Follows,Actress,Anne of Green Gables,"Megan (pronounced Mee-gan) has two children, a daughter, Lyla, and a son, Russel. Megan comes from a showbiz family: father , mother , and sister  are all actors; her other sister, , is a producer and writer; and her brother  ..."
"https://m.media-amazon.com/images/M/MV5BMTg4MjM0NDI5M15BMl5BanBnXkFtZTcwNDg1ODE0Mw@@._V1_UY209_CR8,0,140,209_AL_.jpg",Alan Cumming,Actor,The Anniversary Party,"Alan Cumming was born on January 27, 1965, in Aberfeldy, Scotland, to Mary (Darling), an insurance company secretary, and Alex Cumming. His family lived nearby in Dunkeld, where his father was a forester for Atholl Estate. The family (including his brother, Tom) moved to Fassfern near Fort William,..."
"https://m.media-amazon.com/images/M/MV5BNDUzODQ4OTQwOV5BMl5BanBnXkFtZTcwMzY0OTY4NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Natalia Tena,Actress,Harry Potter and the Deathly Hallows: Part 2,"Natalia Tena was born on November 1, 1984 in London, England as Natalia Gastiain Tena. She is an actress, known for  (2011),  (2002) and  (2010)."
"https://m.media-amazon.com/images/M/MV5BMjU0NDc3MTM4NV5BMl5BanBnXkFtZTcwMjY4Mzc1OA@@._V1_UY209_CR1,0,140,209_AL_.jpg",Clea DuVall,Actress,Argo,"Clea DuVall was born in Los Angeles on September 25, 1977, to Rosemary (Hatch) and actor . DuVall's teenage years presented her with many challenges. Her parents divorced when she was twelve, and, when her mother remarried, DuVall moved out because she did not feel at home in the ..."
"https://m.media-amazon.com/images/M/MV5BMTYwMTI5NTM2OF5BMl5BanBnXkFtZTcwODk3MDQ2Mg@@._V1_UY209_CR3,0,140,209_AL_.jpg",Tobey Maguire,Actor,Brothers,"Tobias Vincent Maguire was born in Santa Monica, California. His parents were 18 and 20, and not yet married, when he was born. His mother, Wendy (Brown), did advertising, publicity, and acting in Hollywood for years as she coached and managed Tobey. His father, Vincent Maguire, was a cook and ..."
"https://m.media-amazon.com/images/M/MV5BMTg2MDYzNDc1M15BMl5BanBnXkFtZTcwNDg3MTU2Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Beth Broderick,Actress,"Sabrina, the Teenage Witch","Beth Alison Broderick was born on February 24, 1959 in Falmouth, Kentucky, USA but was raised in Huntington Beach, California. Beth was always very interested in theater as a child and she graduated from the American Academy of Dramatic Arts in Pasadena, California at age 18. After that, she moved ..."
"https://m.media-amazon.com/images/M/MV5BYjcwZTMyZjQtMDJhOC00NDc3LTlmNjMtYmJlMzNmMDc3ODk4XkEyXkFqcGdeQXVyMTkzMzk5OTU@._V1_UY209_CR64,0,140,209_AL_.jpg",Robin Tunney,Actress,The Craft,"Robin Tunney studied acting at the Chicago Academy for the Arts, spending her summer performing in such plays as ""Bus Stop"" and ""Agnes of God"". She moved to Los Angeles at the age of eighteen and shortly landed roles in such television shows as  (1989),  (1993) (recurring), ..."
"https://m.media-amazon.com/images/M/MV5BOTY2M2I1OTgtYWI5Zi00Mjc1LWI5MDQtNmYzMWM4Y2ExMTNkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Jessica Lowndes,Actress,A Mother's Nightmare,"Jessica Lowndes was born in Vancouver, British Columbia, Canada in 1988. She studied at the Pacific Academy in Surrey. Jessica is an actress and an aspiring Singer. She has written 4 known songs: ""Never Lonely"", ""Break"", ""Fly Away"" and ""Goodbye"". This last one was heard in an episode of the series ..."
"https://m.media-amazon.com/images/M/MV5BMTgwMzkzNDY5OF5BMl5BanBnXkFtZTcwMzA2MzQxNw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Geraldine James,Actress,Sherlock Holmes,"Geraldine James, Officer of the Order of the British Empire (OBE) was born on July 6, 1950 in Maidenhead, Berkshire. She was educated at Downe House, a girls' independent school in Newbury, Berkshire, and later, at Drama Centre London. Geraldine has made several film and television appearances, she ..."
"https://m.media-amazon.com/images/M/MV5BNTM1MTgzNDI2OV5BMl5BanBnXkFtZTgwMDIzNzIxMDE@._V1_UY209_CR23,0,140,209_AL_.jpg",Garret Dillahunt,Actor,12 Years a Slave,Garret grew up in the state of Washington and attended the University of Washington where he studied journalism. He received his MFA from New York University's Graduate Acting Program. He appeared on and off Broadway and in theaters around the country before he began pursuing film and television ...
"https://m.media-amazon.com/images/M/MV5BMTUzNzI0MDczN15BMl5BanBnXkFtZTgwNTQ0MjMxOTE@._V1_UY209_CR34,0,140,209_AL_.jpg",Mia Wasikowska,Actress,Alice in Wonderland,"Mia is an Australian actress, born and raised in the country's capital, Canberra. She is the daughter of photographers Marzena Wasikowska and John Reid. Her mother is Polish and her father is an Australian of British ancestry. She has an older sister, Jess, and a younger brother, Kai. At age eight,..."
"https://m.media-amazon.com/images/M/MV5BMTA1NjE3ODY3MjleQTJeQWpwZ15BbWU4MDMzMjQ3ODIy._V1_UY209_CR79,0,140,209_AL_.jpg",Steve Zahn,Actor,War for the Planet of the Apes,"Steve Zahn was born in Marshall, Minnesota, to Zelda, who worked at a YMCA, and Carleton Edward Zahn, a Lutheran pastor. His father is of German and Swedish descent and his mother is of German ancestry. Zahn's career kicked off in his native Minnesota when he crashed the audition of a local stage ..."
"https://m.media-amazon.com/images/M/MV5BMTkyNDg4NzAwM15BMl5BanBnXkFtZTgwODYzNTg1MDI@._V1_UY209_CR13,0,140,209_AL_.jpg",Harris Dickinson,Actor,Beach Rats,"Harris Dickinson is an actor, writer and director living in London. His Passion for Performing started at a young age attending Raw Academy. In March 2014, Harris performed Pauline McLynn's 'Angels' At the National Theatre, Southbank. After being funded to write and direct his first short film at a..."
"https://m.media-amazon.com/images/M/MV5BZTk0ZTUyZjQtNTExNy00NGM1LWI5OWEtMmMxNDEyNGU0NzM0XkEyXkFqcGdeQXVyMTA0ODQ3NjU@._V1_UX140_CR0,0,140,209_AL_.jpg",Camilla Luddington,Actress,Tomb Raider,"Camilla Luddington was born on 15 December 1983 in Ascot, Berkshire, England. She has traveled to the U.S. as a teenager and has lived in Texas, Pennsylvania, New York, and California. She has spent the last 10 years in the United States, gaining a Mid-Atlantic hybrid accent.She was educated at an ..."
"https://m.media-amazon.com/images/M/MV5BOTAwNzE4NzAyMV5BMl5BanBnXkFtZTgwNzUzMTIyODE@._V1_UY209_CR13,0,140,209_AL_.jpg",Matthew Gray Gubler,Actor,(500) Days of Summer,"Matthew Gray Gubler is an Emmy award winning actor, director, producer, painter, and voice over actor from Las Vegas Nevada. While studying film directing at NYU he interned for Wes Anderson who gave him his first feature film role as Bill Murray's loyal intern ""Nico"" in ..."
"https://m.media-amazon.com/images/M/MV5BMTQ0NjE2NzUzMF5BMl5BanBnXkFtZTcwMTUxNDU2MQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",Kristanna Loken,Actress,Terminator 3: Rise of the Machines,"Kristanna Sommer Loken was born in Ghent, New York, to Rande (Porath) and Merlin ""Chris"" Loken. She is of half Norwegian and half German descent. She began her modeling career at the early age of 15. Encouraged by her mother, who was a model prior to her daughter's birth, Kristanna's modeling ..."
"https://m.media-amazon.com/images/M/MV5BMTkxMzAzNTg5N15BMl5BanBnXkFtZTgwNzQ5NjM5NzE@._V1_UY209_CR21,0,140,209_AL_.jpg",Bella Heathcote,Actress,The Neon Demon,"Born Isabella, ""Bella"" Heathcote is an actress from Australia. Her first roles include playing ""Amanda Fowler"" on the Australian television soap opera,  (1985), for which she is best known. She was a recipient of a  Scholarship in May 2010.  cast Heathcote as ""..."
"https://m.media-amazon.com/images/M/MV5BMjc0OTY0NDk5MV5BMl5BanBnXkFtZTcwMTM1ODY3Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg",Amanda Bynes,Actress,Hairspray,"Amanda Laura Bynes was born on April 3, 1986, in Thousand Oaks, California, the youngest of three children of Lynn (Organ), a dental assistant, and Richard Bynes, a dentist. Her father is of Lithuanian, Irish, and Polish descent, and her mother is from an Ashkenazi Jewish family from Toronto. ..."
"https://m.media-amazon.com/images/M/MV5BYjI2YWE1ODUtNTFjNy00MDgyLWJmNzgtNjBiZWE1NDY1YzFhXkEyXkFqcGdeQXVyODgwOTcwMDY@._V1_UY209_CR8,0,140,209_AL_.jpg",Charlie Day,Actor,It's Always Sunny in Philadelphia,"Charles Peckham Day was born in New York City, NY, and raised in Middletown, Rhode Island. His parents are both music teachers - his mother, Mary (Peckham), is a piano teacher, and his father, Dr. Thomas Charles Day, was a professor of music at Salve Regina University in Newport, Rhode Island. ..."
"https://m.media-amazon.com/images/M/MV5BMTI4NzE2NjAwOV5BMl5BanBnXkFtZTYwOTQzODMz._V1_UY209_CR1,0,140,209_AL_.jpg",Courtney Thorne-Smith,Actress,According to Jim,"Courtney Thorne-Smith was born on November 8, 1967 in San Francisco, California, USA as Courtney Thorne Smith. She is an actress, known for  (2001),  (1997) and  (1987). She has been married to Roger Fishman since January 1, 2007. They have one child. She was..."
"https://m.media-amazon.com/images/M/MV5BMTYzMTU4Mzk5MV5BMl5BanBnXkFtZTgwMDg1MzcxMjE@._V1_UY209_CR4,0,140,209_AL_.jpg",Alfre Woodard,Actress,Star Trek: First Contact,"Alfre Woodard was born on November 8, 1952 in Tulsa, Oklahoma, the youngest of three children of Constance, a homemaker, and Marion H. Woodard, an interior designer. She was named by her godmother, who claimed she saw a vision of Alfre's name written out in gold letters. A former high school ..."
"https://m.media-amazon.com/images/M/MV5BMjM3MjM3NTAxM15BMl5BanBnXkFtZTgwMTY0Nzg2OTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Taylor John Smith,Actor,Cruel Intentions,"Taylor John Smith is an actor, known for  (2016),  (2018) and  (2017)."
"https://m.media-amazon.com/images/M/MV5BMTgzMzQ4ODEzOV5BMl5BanBnXkFtZTcwNzU2MjUzNw@@._V1_UY209_CR30,0,140,209_AL_.jpg",Jodelle Ferland,Actress,Case 39,"Jodelle Micah Ferland has built up an impressive resume filled with roles in film, television and, at the beginning of her career, commercials. Born on October 9, 1994, she got her start in an episode of CTV's  (1998), before landing the lead role in her first film,  (2000) at an ..."
"https://m.media-amazon.com/images/M/MV5BMTgxNDc3NTM1N15BMl5BanBnXkFtZTYwOTAxMTcy._V1_UY209_CR2,0,140,209_AL_.jpg",Colin Cunningham,Actor,Elektra,"Starring as the mischievous ring master Julian Slink in SYFY's ""Blood Drive"" (June release.) Colin Cunningham has built a long and storied career as a true 'chameleon'.For 5 Seasons, Cunningham starred alongside Noah Wyle and Moon Bloodgood in the Steven Spielberg / Dreamworks produced series ""..."
"https://m.media-amazon.com/images/M/MV5BMjA4NTM1NjY5Ml5BMl5BanBnXkFtZTcwODIwMDQxMw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Erica Cerra,Actress,Power Rangers,"Born in Vancouver, British Columbia, Erica Cerra discovered her love of acting by her 8th birthday. After appearing in numerous commercials Erica decided to take a break from acting. Returning to the business at 22, she decided to dedicate herself whole-heartedly to living as a professional actor. ..."
"https://m.media-amazon.com/images/M/MV5BNTI0MjYxMzQ0OF5BMl5BanBnXkFtZTcwMTk0OTE3NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Rosanna Arquette,Actress,Pulp Fiction,"Rosanna Arquette has acted extensively in film and television, and has come to be acknowledged as an actress of rare depth and scope.Arquette was born in New York City, New York. Her parents, , an actor, and  (née Nowak), an acting teacher and therapist, had 4 other ..."
"https://m.media-amazon.com/images/M/MV5BMTc2OTgwOTI4N15BMl5BanBnXkFtZTgwMTEyMTExNDE@._V1_UX140_CR0,0,140,209_AL_.jpg",Pamela Adlon,Actress,Louie,"Pamela Adlon comes from an acting family and began her career in television in 1983. She has appeared in many popular TV shows, including as a voice actress in a number of animated TV series including, most famously,  (1997) for which she won an Emmy for her role as Bobby Hill."
"https://m.media-amazon.com/images/M/MV5BZWE5NDVkOTctYmExYS00N2VhLTlmMzEtMDViY2I4MjhmZTFkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR115,0,140,209_AL_.jpg",Anita Briem,Actress,Journey to the Center of the Earth,Anita Briem is an Icelandic actress. She is known for her role as Jane Seymour on The Tudors and her role as Hannah Ásgeirsson in Journey to the Center of the Earth. Briem was born in Reykjavík and is the daughter of drummer Gunnlaugur Briem of Mezzoforte and back-up vocalist Erna Þórarinsdóttir. ...
"https://m.media-amazon.com/images/M/MV5BMTQ1NzQzODUxM15BMl5BanBnXkFtZTcwNjM1ODkyMQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",Natalie Zea,Actress,Justified,"Natalie Zea was born on March 17, 1975 in Harris County, Texas, USA. She is an actress and director, known for  (2010),  (2002) and  (2010). She has been married to  since July 16, 2014. They have one child."
"https://m.media-amazon.com/images/M/MV5BMTQxMTcwMTg2Ml5BMl5BanBnXkFtZTgwODg2MDM2MjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Courtney Eaton,Actress,Mad Max: Fury Road,"Courtney Eaton is an Australian model and actress. She is known for her supporting roles as Cheedo the Fragile in the 2015 film Mad Max: Fury Road, and as Zaya in the 2016 film Gods of Egypt. Eaton was born in Bunbury, Western Australia. She studied at Bunbury Cathedral Grammar School. Her father, ..."
"https://m.media-amazon.com/images/M/MV5BNDU0NTE0NDYwOF5BMl5BanBnXkFtZTcwMDc2MDI3Nw@@._V1_UY209_CR13,0,140,209_AL_.jpg",Jim Sturgess,Actor,21,"Jim was born in London, the son of Jane O. (Martin) and Peter J. S. Sturgess. He was raised in Surrey. First and foremost his interest was music. However, he began to develop a secret passion for acting, at age 8, when he auditioned for local theatre to get out of class. Whilst music appeared cool,..."
"https://m.media-amazon.com/images/M/MV5BMzE3ODJkMGMtM2NlZi00ZmE5LWI0NWYtNGU0YWQyNWM2MGNkXkEyXkFqcGdeQXVyMjczNjk3NzY@._V1_UX140_CR0,0,140,209_AL_.jpg",Madelaine Petsch,Actress,Riverdale,"Madelaine Petsch is an actress, known for  (2016)."
"https://m.media-amazon.com/images/M/MV5BNDY0ODYwNDM3OV5BMl5BanBnXkFtZTcwMTc3NjQzMg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Steve Martin,Writer,Roxanne,"Steve Martin was born on August 14, 1945 in Waco, Texas, USA as Stephen Glenn Martin to Mary Lee (née Stewart; 1913-2002) and Glenn Vernon Martin (1914-1997), a real estate salesman and aspiring actor. He was raised in Inglewood and Garden Grove in California. In 1960, he got a job at the Magic ..."
"https://m.media-amazon.com/images/M/MV5BMTY0MTcwMzM0Nl5BMl5BanBnXkFtZTcwODIyMjM3NA@@._V1_UY209_CR3,0,140,209_AL_.jpg",Amy Ryan,Actress,Gone Baby Gone,"Amy Ryan was born on May 3, 1969 in Queens, New York City, New York, USA as Amy Beth Dziewiontkowski. She is an actress, known for  (2014),  (2007) and  (2013). She has been married to Eric Slovin since August 23, 2011. They ..."
"https://m.media-amazon.com/images/M/MV5BNGVhMTBlYmQtMGExZS00ZDhjLWJlOWMtY2ZkOTFlMWJlZGY3XkEyXkFqcGdeQXVyOTA1MzQyNDc@._V1_UX140_CR0,0,140,209_AL_.jpg",Sara Foster,Actress,D.E.B.S.,"She is a former fashion model who briefly hosted the short-lived  (1981) spin-off  (2000). Based on that breakthrough she was cast as the lead femme fatale in  (2004), which was a remake of a previous movie adaptation of the same  novel."
"https://m.media-amazon.com/images/M/MV5BMTgxNDc1OTEwN15BMl5BanBnXkFtZTcwOTQyMTIwOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",RJ Mitte,Actor,Breaking Bad,"In 2006 R.J. Mitte moved to Hollywood, California, with his family to support the foray of his sister, actress Lacianne Carriere, into print and commercial work. For fun, Mitte began training with Los Angeles talent manager Addison K. Witt in Sherman Oaks, Cal. And though many of the actors in the ..."
"https://m.media-amazon.com/images/M/MV5BMjE3NTE4Nzg3Ml5BMl5BanBnXkFtZTgwODc5OTUxMTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Jason Sudeikis,Actor,Colossal,"Jason Sudeikis was born on September 18, 1975 in Fairfax, Virginia. His mother, Kathryn (née Wendt), was a travel agent at Brennco, and President of the American Society of Travel Agents. His father, Daniel Joseph Sudeikis, was vice president of a business development. His uncle is actor ..."
"https://m.media-amazon.com/images/M/MV5BOTczZGVjYmMtNjk4MC00ZWU1LWEyYjItNGEwY2Q1YzhjYThjXkEyXkFqcGdeQXVyNjU0NzE4MTc@._V1_UY209_CR3,0,140,209_AL_.jpg",Alana De La Garza,Actress,Law & Order,"Alana De La Garza was born in Columbus, Ohio and later relocated to Texas, ultimately attending the University of Texas at El Paso (UTEP). After college, she moved to Orlando, Florida, landing roles in a number of independent films as well as commercials. Her work took her to New York, where she ..."
"https://m.media-amazon.com/images/M/MV5BMTk3MjE0NzY0OV5BMl5BanBnXkFtZTYwMzU4MjMz._V1_UY209_CR3,0,140,209_AL_.jpg",Marina Sirtis,Actress,Star Trek: First Contact,"Marina Sirtis was born in London, England, to Greek parents, Despina (Yianniri), a tailor's assistant, and John Sirtis. Her parents did not want her to become an actress. As soon as Marina completed high school, she secretly applied to the Guildhall School of Music and Drama. After her graduation, ..."
"https://m.media-amazon.com/images/M/MV5BMzIwODI2NzY2OV5BMl5BanBnXkFtZTgwNDk5Mjc0ODE@._V1_UX140_CR0,0,140,209_AL_.jpg",Sophie Rundle,Actress,Peaky Blinders,"Sophie Rundle is an English actress. Born on 21 April 1988 to Fiona and Michael Rundle, she has two brothers James and Henry. She attended the Bournemouth School for Girls before going on to the Royal Academy of Dramatic Art, where she graduated in 2011 with a BA in Acting. On graduation, she ..."
